image_id,source_name,structural_complexity_proxy,size,layer_mode,method,tau,candidate_count,safety_cap_hit,plant_hit_ratio,collapse_background_or_single,mean_repeatability_f1,median_localization_error_bbox_diag,median_photometric_count_difference
akd_0394,leaf3 (93).jpg,low,518,last4avg,cls_to_patch_attention,0.996,4,0,1.0,0,0.7425595238095237,0.015224605653570068,0.0
akd_0394,leaf3 (93).jpg,low,518,last4avg,feature_hdbscan_medoid,0.0,7,0,0.0,1,0.2242063492063492,0.0,0.0
akd_0075,43.jpg,high,518,last,feature_local_contrast,6.0,11,0,0.36363636363636365,0,0.7292266183684948,0.010174089708473978,2.0
akd_0075,43.jpg,high,518,last,feature_local_contrast,7.0,7,0,0.2857142857142857,0,0.6307615995115996,0.010307165431071054,2.0
akd_0075,43.jpg,high,518,last,feature_local_contrast,8.0,5,0,0.4,0,0.4971590909090909,0.005701417900205651,1.0
akd_0075,43.jpg,high,518,last,feature_local_contrast,10.0,0,0,0.0,1,0.875,0.0,0.0
akd_0075,43.jpg,high,518,last,cls_to_patch_attention,0.985,8,0,1.0,0,0.8218224789915967,0.012977322959546799,0.5
akd_0075,43.jpg,high,518,last,cls_to_patch_attention,0.99,4,0,1.0,0,0.7964646464646465,0.012101190757015788,0.5
akd_0075,43.jpg,high,518,last,cls_to_patch_attention,0.993,4,0,1.0,0,0.8576388888888888,0.012101190757015788,0.0
akd_0075,43.jpg,high,518,last,cls_to_patch_attention,0.996,3,0,1.0,0,0.7964285714285715,0.010803757580716486,0.5
akd_0075,43.jpg,high,518,last,feature_hdbscan_medoid,0.0,7,0,0.2857142857142857,0,0.42089934489315295,0.022184804105492964,3.0
akd_0075,43.jpg,high,518,last4avg,feature_local_contrast,6.0,16,0,0.5,0,0.8087703544061302,0.008842388504576863,1.5
akd_0075,43.jpg,high,518,last4avg,feature_local_contrast,7.0,12,0,0.3333333333333333,0,0.7680456721217591,0.009845185166397062,1.5
akd_0075,43.jpg,high,518,last4avg,feature_local_contrast,8.0,8,0,0.5,0,0.688917004048583,0.009071958706019,2.0
akd_0075,43.jpg,high,518,last4avg,feature_local_contrast,10.0,3,0,0.3333333333333333,0,0.5196428571428572,0.008289547960969004,1.0
akd_0075,43.jpg,high,518,last4avg,cls_to_patch_attention,0.985,8,0,1.0,0,0.8218224789915967,0.012977322959546799,0.5
akd_0075,43.jpg,high,518,last4avg,cls_to_patch_attention,0.99,4,0,1.0,0,0.7964646464646465,0.012101190757015788,0.5
akd_0075,43.jpg,high,518,last4avg,cls_to_patch_attention,0.993,4,0,1.0,0,0.8576388888888888,0.012101190757015788,0.0
