candidate_id,path,relative_path,source_family,identity_group,extension,file_size_bytes,independent_selection_eligible,original_width,original_height,mode,alpha_present,transparent_fraction,white_fraction,border_white_fraction,border_rgb_std,black_fraction,nonwhite_fraction,strict_green_fraction,green_to_nonwhite_ratio,green_components,green_bbox_fraction,green_bbox_touches_border,blur_laplacian_thumbnail,background_class,clean_background_score,dhash64
src_0021,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00005.tif,..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00005.tif,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0424 土\0508,.tif,127436720,1,5100,8315,RGB_memmap,0,0.0,0.0,0.0,46.29643249511719,0.0021904761904761906,0.9996530612244898,0.012639455782312925,0.01264384242152039,43,0.9259795918367347,1,929.1441851337868,natural_or_mixed,-4.283229,8cd6c4f8f0d0ecb8
src_0022,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00006.tif,..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00006.tif,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0424 土\0508,.tif,127436720,1,5100,8315,RGB_memmap,0,0.0,0.00012925170068027212,0.0,46.3077392578125,0.0027006802721088437,0.9996462585034014,0.014802721088435375,0.014807959278111986,47,0.942,1,1031.1763255419503,natural_or_mixed,-4.281903,9098808080c0e0fc
src_0023,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00007.tif,..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00007.tif,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0424 土\0508,.tif,127436720,1,5100,8315,RGB_memmap,0,0.0,0.00014285714285714287,5.4395126196692775e-05,46.55284118652344,0.0002653061224489796,0.9970748299319728,0.011931972789115647,0.011966978235655318,47,0.9099591836734694,1,888.9068991808969,natural_or_mixed,-4.259599,84d89090c0c0a89c
src_0024,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00008.tif,..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00008.tif,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0424 土\0508,.tif,127436720,1,5100,8315,RGB_memmap,0,0.0,0.001346938775510204,0.0,48.19954299926758,0.002414965986394558,0.9978231292517007,0.01714965986394558,0.017187073902372514,41,0.9383401360544218,1,1001.1226962721088,natural_or_mixed,-4.267007,88988cc0c0d0f4ec
src_0025,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00009.tif,..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00009.tif,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0424 土\0508,.tif,127436720,1,5100,8315,RGB_memmap,0,0.0,0.00016326530612244898,0.0,50.76045227050781,7.482993197278911e-05,0.9975714285714286,0.013163265306122449,0.013195311061557661,32,0.948734693877551,1,950.7857184957658,natural_or_mixed,-4.252688,d0bcfefefefeeef4
src_0026,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00010.tif,..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00010.tif,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0424 土\0508,.tif,127436720,1,5100,8315,RGB_memmap,0,0.0,0.00021768707482993198,0.0,46.81301498413086,0.0024557823129251703,0.9994489795918368,0.009319727891156463,0.009324866082671404,44,0.9163673469387755,1,995.7828994748021,natural_or_mixed,-4.2984,c8dafefcf8c8d4b4
src_0027,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00011.tif,..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00011.tif,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0424 土\0508,.tif,127436720,1,5100,8315,RGB_memmap,0,0.0,0.0003741496598639456,0.00038076588337684946,48.14276123046875,2.0408163265306123e-05,0.9975238095238095,0.013755102040816326,0.013789246842521618,38,0.9475714285714286,1,1026.6874277902261,natural_or_mixed,-4.248429,dcccf0fcf8b0f8b8
src_0028,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00012.tif,..秧苗素质-扫描系统采集\0424 土\0508\0508-0424-00012.tif,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0424 土\0508,.tif,127436720,1,5100,8315,RGB_memmap,0,0.0,0.0010884353741496598,5.4395126196692775e-05,53.51272964477539,0.002163265306122449,0.9975918367346939,0.014863945578231293,0.014899826793775486,43,0.8522448979591837,1,964.226369676339,natural_or_mixed,-4.272349,acdceefcfefef2b0
src_0029,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7089.JPG,..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7089.JPG,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0502 a1 1-13 17-19\0504,.jpg,4365655,1,5184,3456,RGB,0,0.0,0.0030585593841642228,0.0,38.53995132446289,0.10276530425219942,0.9964488636363636,0.20369776392961877,0.20442370036557608,38,1.0,1,227.2852960559434,natural_or_mixed,-2.920728,dcf4e4677171e464
src_0030,D:\kp\数据集图片\..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7098.JPG,..秧苗素质-扫描系统采集\0502 A1 1-13 17-19\0504\IMG_7098.JPG,scanner_collection,scanner_series::..秧苗素质-扫描系统采集\0502 a1 1-13 17-19\0504,.jpg,9281691,1,5184,3456,RGB,0,0.0,0.015195427052785924,0.1141991341991342,61.17458724975586,0.0,0.9816028225806451,0.0038260630498533725,0.0038977710351266195,18,0.43621700879765396,1,233.82225989526108,natural_or_mixed,-4.169938,7c7c7e7e7c787873
